key_id,tournament_id,tournament_name,team_id,team_name,team_code,count_matches,x_axis,y_axis,performance
386,WC-2006,2006 FIFA Men's World Cup,T-02,Angola,AGO,3,1,1,group stage
237,WC-1990,1990 FIFA Men's World Cup,T-82,United Arab Emirates,ARE,3,1,1,group stage
486,WC-2014,2014 FIFA Men's World Cup,T-08,Bosnia and Herzegovina,BIH,3,1,1,group stage
3,WC-1930,1930 FIFA Men's World Cup,T-07,Bolivia,BOL,2,1,1,group stage
45,WC-1950,1950 FIFA Men's World Cup,T-07,Bolivia,BOL,1,1,1,group stage
256,WC-1994,1994 FIFA Men's World Cup,T-07,Bolivia,BOL,3,1,1,group stage
199,WC-1986,1986 FIFA Men's World Cup,T-12,Canada,CAN,3,1,1,group stage
280,WC-1995,1995 FIFA Women's World Cup,T-12,Canada,CAN,3,1,1,group stage
324,WC-1999,1999 FIFA Women's World Cup,T-12,Canada,CAN,3,1,1,group stage
373,WC-2003,2003 FIFA Women's World Cup,T-12,Canada,CAN,6,1,4,third-place match
421,WC-2007,2007 FIFA Women's World Cup,T-12,Canada,CAN,3,1,1,group stage
468,WC-2011,2011 FIFA Women's World Cup,T-12,Canada,CAN,3,1,1,group stage
517,WC-2015,2015 FIFA Women's World Cup,T-12,Canada,CAN,5,1,3,quarter-final
574,WC-2019,2019 FIFA Women's World Cup,T-12,Canada,CAN,4,1,2,round of 16
599,WC-2022,2022 FIFA Men's World Cup,T-12,Canada,CAN,3,1,1,group stage
243,WC-1991,1991 FIFA Women's World Cup,T-14,China,CHN,4,2,3,quarter-final
281,WC-1995,1995 FIFA Women's World Cup,T-14,China,CHN,6,2,4,third-place match
325,WC-1999,1999 FIFA Women's World Cup,T-14,China,CHN,6,2,5,final
342,WC-2002,2002 FIFA Men's World Cup,T-14,China,CHN,3,2,1,group stage
374,WC-2003,2003 FIFA Women's World Cup,T-14,China,CHN,4,2,3,quarter-final
422,WC-2007,2007 FIFA Women's World Cup,T-14,China,CHN,4,2,3,quarter-final
518,WC-2015,2015 FIFA Women's World Cup,T-14,China,CHN,5,2,3,quarter-final
576,WC-2019,2019 FIFA Women's World Cup,T-14,China,CHN,4,2,2,round of 16
400,WC-2006,2006 FIFA Men's World Cup,T-42,Ivory Coast,CIV,3,2,1,group stage
448,WC-2010,2010 FIFA Men's World Cup,T-42,Ivory Coast,CIV,3,2,1,group stage
502,WC-2014,2014 FIFA Men's World Cup,T-42,Ivory Coast,CIV,3,2,1,group stage
525,WC-2015,2015 FIFA Women's World Cup,T-42,Ivory Coast,CIV,3,2,1,group stage
153,WC-1974,1974 FIFA Men's World Cup,T-88,Zaire,COD,3,3,1,group stage
392,WC-2006,2006 FIFA Men's World Cup,T-20,Czech Republic,CZE,3,2,1,group stage
143,WC-1974,1974 FIFA Men's World Cup,T-24,East Germany,DDR,6,3,1,second group stage
181,WC-1982,1982 FIFA Men's World Cup,T-35,Honduras,HND,3,2,1,group stage
446,WC-2010,2010 FIFA Men's World Cup,T-35,Honduras,HND,3,2,1,group stage
499,WC-2014,2014 FIFA Men's World Cup,T-35,Honduras,HND,3,2,1,group stage
144,WC-1974,1974 FIFA Men's World Cup,T-34,Haiti,HTI,3,3,1,group stage
159,WC-1978,1978 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
303,WC-1998,1998 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
398,WC-2006,2006 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
500,WC-2014,2014 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
551,WC-2018,2018 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
608,WC-2022,2022 FIFA Men's World Cup,T-38,Iran,IRN,3,3,1,group stage
204,WC-1986,1986 FIFA Men's World Cup,T-39,Iraq,IRQ,3,4,1,group stage
550,WC-2018,2018 FIFA Men's World Cup,T-37,Iceland,ISL,3,4,1,group stage
128,WC-1970,1970 FIFA Men's World Cup,T-40,Israel,ISR,3,5,1,group stage
305,WC-1998,1998 FIFA Men's World Cup,T-43,Jamaica,JAM,3,4,1,group stage
581,WC-2019,2019 FIFA Women's World Cup,T-43,Jamaica,JAM,3,4,1,group stage
184,WC-1982,1982 FIFA Men's World Cup,T-45,Kuwait,KWT,3,5,1,group stage
185,WC-1982,1982 FIFA Men's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
249,WC-1991,1991 FIFA Women's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
428,WC-2007,2007 FIFA Women's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
452,WC-2010,2010 FIFA Men's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
476,WC-2011,2011 FIFA Women's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
529,WC-2015,2015 FIFA Women's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
584,WC-2019,2019 FIFA Women's World Cup,T-49,New Zealand,NZL,3,1,1,group stage
556,WC-2018,2018 FIFA Men's World Cup,T-54,Panama,PAN,3,5,1,group stage
615,WC-2022,2022 FIFA Men's World Cup,T-59,Qatar,QAT,3,6,1,group stage
408,WC-2006,2006 FIFA Men's World Cup,T-67,Serbia and Montenegro,SCG,3,6,1,group stage
67,WC-1954,1954 FIFA Men's World Cup,T-64,Scotland,SCO,2,7,1,group stage
84,WC-1958,1958 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
148,WC-1974,1974 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
165,WC-1978,1978 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
189,WC-1982,1982 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
212,WC-1986,1986 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
232,WC-1990,1990 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
315,WC-1998,1998 FIFA Men's World Cup,T-64,Scotland,SCO,3,7,1,group stage
587,WC-2019,2019 FIFA Women's World Cup,T-64,Scotland,SCO,3,7,1,group stage
126,WC-1970,1970 FIFA Men's World Cup,T-27,El Salvador,SLV,3,6,1,group stage
178,WC-1982,1982 FIFA Men's World Cup,T-27,El Salvador,SLV,3,6,1,group stage
457,WC-2010,2010 FIFA Men's World Cup,T-66,Serbia,SRB,3,8,1,group stage
563,WC-2018,2018 FIFA Men's World Cup,T-66,Serbia,SRB,3,8,1,group stage
618,WC-2022,2022 FIFA Men's World Cup,T-66,Serbia,SRB,3,8,1,group stage
361,WC-2002,2002 FIFA Men's World Cup,T-69,Slovenia,SVN,3,9,1,group stage
459,WC-2010,2010 FIFA Men's World Cup,T-69,Slovenia,SVN,3,9,1,group stage
413,WC-2006,2006 FIFA Men's World Cup,T-77,Togo,TGO,3,4,1,group stage
414,WC-2006,2006 FIFA Men's World Cup,T-78,Trinidad and Tobago,TTO,3,7,1,group stage
168,WC-1978,1978 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
319,WC-1998,1998 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
366,WC-2002,2002 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
415,WC-2006,2006 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
568,WC-2018,2018 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
622,WC-2022,2022 FIFA Men's World Cup,T-79,Tunisia,TUN,3,5,1,group stage
316,WC-1998,1998 FIFA Men's World Cup,T-70,South Africa,ZAF,3,6,1,group stage
362,WC-2002,2002 FIFA Men's World Cup,T-70,South Africa,ZAF,3,6,1,group stage
460,WC-2010,2010 FIFA Men's World Cup,T-70,South Africa,ZAF,3,6,1,group stage
588,WC-2019,2019 FIFA Women's World Cup,T-70,South Africa,ZAF,3,6,1,group stage
139,WC-1974,1974 FIFA Men's World Cup,T-04,Australia,AUS,3,7,1,group stage
278,WC-1995,1995 FIFA Women's World Cup,T-04,Australia,AUS,3,7,1,group stage
322,WC-1999,1999 FIFA Women's World Cup,T-04,Australia,AUS,3,7,1,group stage
371,WC-2003,2003 FIFA Women's World Cup,T-04,Australia,AUS,3,7,1,group stage
388,WC-2006,2006 FIFA Men's World Cup,T-04,Australia,AUS,4,7,2,round of 16
419,WC-2007,2007 FIFA Women's World Cup,T-04,Australia,AUS,4,7,3,quarter-final
436,WC-2010,2010 FIFA Men's World Cup,T-04,Australia,AUS,3,7,1,group stage
466,WC-2011,2011 FIFA Women's World Cup,T-04,Australia,AUS,4,7,3,quarter-final
484,WC-2014,2014 FIFA Men's World Cup,T-04,Australia,AUS,3,7,1,group stage
514,WC-2015,2015 FIFA Women's World Cup,T-04,Australia,AUS,5,7,3,quarter-final
539,WC-2018,2018 FIFA Men's World Cup,T-04,Australia,AUS,3,7,1,group stage
571,WC-2019,2019 FIFA Women's World Cup,T-04,Australia,AUS,4,7,2,round of 16
595,WC-2022,2022 FIFA Men's World Cup,T-04,Australia,AUS,4,7,2,round of 16
170,WC-1982,1982 FIFA Men's World Cup,T-01,Algeria,DZA,3,7,1,group stage
194,WC-1986,1986 FIFA Men's World Cup,T-01,Algeria,DZA,3,7,1,group stage
434,WC-2010,2010 FIFA Men's World Cup,T-01,Algeria,DZA,3,7,1,group stage
482,WC-2014,2014 FIFA Men's World Cup,T-01,Algeria,DZA,4,7,2,round of 16
346,WC-2002,2002 FIFA Men's World Cup,T-25,Ecuador,ECU,3,2,1,group stage
393,WC-2006,2006 FIFA Men's World Cup,T-25,Ecuador,ECU,4,2,2,round of 16
493,WC-2014,2014 FIFA Men's World Cup,T-25,Ecuador,ECU,3,2,1,group stage
521,WC-2015,2015 FIFA Women's World Cup,T-25,Ecuador,ECU,3,2,1,group stage
603,WC-2022,2022 FIFA Men's World Cup,T-25,Ecuador,ECU,3,2,1,group stage
19,WC-1934,1934 FIFA Men's World Cup,T-26,Egypt,EGY,1,8,2,round of 16
226,WC-1990,1990 FIFA Men's World Cup,T-26,Egypt,EGY,3,8,1,group stage
546,WC-2018,2018 FIFA Men's World Cup,T-26,Egypt,EGY,3,8,1,group stage
262,WC-1994,1994 FIFA Men's World Cup,T-33,Greece,GRC,3,10,1,group stage
445,WC-2010,2010 FIFA Men's World Cup,T-33,Greece,GRC,3,10,1,group stage
498,WC-2014,2014 FIFA Men's World Cup,T-33,Greece,GRC,4,10,2,round of 16
34,WC-1938,1938 FIFA Men's World Cup,T-23,Dutch East Indies,IDN,1,8,2,round of 16
248,WC-1991,1991 FIFA Women's World Cup,T-44,Japan,JPN,3,8,1,group stage
285,WC-1995,1995 FIFA Women's World Cup,T-44,Japan,JPN,4,8,3,quarter-final
306,WC-1998,1998 FIFA Men's World Cup,T-44,Japan,JPN,3,8,1,group stage
330,WC-1999,1999 FIFA Women's World Cup,T-44,Japan,JPN,3,8,1,group stage
351,WC-2002,2002 FIFA Men's World Cup,T-44,Japan,JPN,4,8,2,round of 16
378,WC-2003,2003 FIFA Women's World Cup,T-44,Japan,JPN,3,8,1,group stage
401,WC-2006,2006 FIFA Men's World Cup,T-44,Japan,JPN,3,8,1,group stage
427,WC-2007,2007 FIFA Women's World Cup,T-44,Japan,JPN,3,8,1,group stage
449,WC-2010,2010 FIFA Men's World Cup,T-44,Japan,JPN,4,8,2,round of 16
474,WC-2011,2011 FIFA Women's World Cup,T-44,Japan,JPN,6,8,5,final
503,WC-2014,2014 FIFA Men's World Cup,T-44,Japan,JPN,3,8,1,group stage
526,WC-2015,2015 FIFA Women's World Cup,T-44,Japan,JPN,7,8,5,final
552,WC-2018,2018 FIFA Men's World Cup,T-44,Japan,JPN,4,8,2,round of 16
582,WC-2019,2019 FIFA Women's World Cup,T-44,Japan,JPN,4,8,2,round of 16
609,WC-2022,2022 FIFA Men's World Cup,T-44,Japan,JPN,4,8,2,round of 16
250,WC-1991,1991 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
267,WC-1994,1994 FIFA Men's World Cup,T-50,Nigeria,NGA,4,9,2,round of 16
286,WC-1995,1995 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
310,WC-1998,1998 FIFA Men's World Cup,T-50,Nigeria,NGA,4,9,2,round of 16
332,WC-1999,1999 FIFA Women's World Cup,T-50,Nigeria,NGA,4,9,3,quarter-final
353,WC-2002,2002 FIFA Men's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
379,WC-2003,2003 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
429,WC-2007,2007 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
453,WC-2010,2010 FIFA Men's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
477,WC-2011,2011 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
506,WC-2014,2014 FIFA Men's World Cup,T-50,Nigeria,NGA,4,9,2,round of 16
530,WC-2015,2015 FIFA Women's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
555,WC-2018,2018 FIFA Men's World Cup,T-50,Nigeria,NGA,3,9,1,group stage
585,WC-2019,2019 FIFA Women's World Cup,T-50,Nigeria,NGA,4,9,2,round of 16
40,WC-1938,1938 FIFA Men's World Cup,T-53,Norway,NOR,1,11,2,round of 16
251,WC-1991,1991 FIFA Women's World Cup,T-53,Norway,NOR,6,11,5,final
268,WC-1994,1994 FIFA Men's World Cup,T-53,Norway,NOR,3,11,1,group stage
287,WC-1995,1995 FIFA Women's World Cup,T-53,Norway,NOR,6,11,5,final
311,WC-1998,1998 FIFA Men's World Cup,T-53,Norway,NOR,4,11,2,round of 16
334,WC-1999,1999 FIFA Women's World Cup,T-53,Norway,NOR,6,11,4,third-place match
381,WC-2003,2003 FIFA Women's World Cup,T-53,Norway,NOR,4,11,3,quarter-final
431,WC-2007,2007 FIFA Women's World Cup,T-53,Norway,NOR,6,11,4,third-place match
479,WC-2011,2011 FIFA Women's World Cup,T-53,Norway,NOR,3,11,1,group stage
531,WC-2015,2015 FIFA Women's World Cup,T-53,Norway,NOR,4,11,2,round of 16
586,WC-2019,2019 FIFA Women's World Cup,T-53,Norway,NOR,5,11,3,quarter-final
272,WC-1994,1994 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,4,9,2,round of 16
314,WC-1998,1998 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,3,9,1,group stage
359,WC-2002,2002 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,3,9,1,group stage
407,WC-2006,2006 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,3,9,1,group stage
561,WC-2018,2018 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,3,9,1,group stage
616,WC-2022,2022 FIFA Men's World Cup,T-63,Saudi Arabia,SAU,3,9,1,group stage
458,WC-2010,2010 FIFA Men's World Cup,T-68,Slovakia,SVK,4,12,2,round of 16
28,WC-1934,1934 FIFA Men's World Cup,T-75,Switzerland,CHE,2,13,3,quarter-finals
44,WC-1938,1938 FIFA Men's World Cup,T-75,Switzerland,CHE,3,13,3,quarter-finals
54,WC-1950,1950 FIFA Men's World Cup,T-75,Switzerland,CHE,3,13,1,group stage
69,WC-1954,1954 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,3,quarter-finals
102,WC-1962,1962 FIFA Men's World Cup,T-75,Switzerland,CHE,3,13,1,group stage
119,WC-1966,1966 FIFA Men's World Cup,T-75,Switzerland,CHE,3,13,1,group stage
276,WC-1994,1994 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
412,WC-2006,2006 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
463,WC-2010,2010 FIFA Men's World Cup,T-75,Switzerland,CHE,3,13,1,group stage
511,WC-2014,2014 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
535,WC-2015,2015 FIFA Women's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
567,WC-2018,2018 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
621,WC-2022,2022 FIFA Men's World Cup,T-75,Switzerland,CHE,4,13,2,round of 16
175,WC-1982,1982 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
222,WC-1990,1990 FIFA Men's World Cup,T-11,Cameroon,CMR,5,10,3,quarter-finals
259,WC-1994,1994 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
295,WC-1998,1998 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
341,WC-2002,2002 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
438,WC-2010,2010 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
488,WC-2014,2014 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
516,WC-2015,2015 FIFA Women's World Cup,T-11,Cameroon,CMR,4,10,2,round of 16
573,WC-2019,2019 FIFA Women's World Cup,T-11,Cameroon,CMR,4,10,2,round of 16
598,WC-2022,2022 FIFA Men's World Cup,T-11,Cameroon,CMR,3,10,1,group stage
94,WC-1962,1962 FIFA Men's World Cup,T-16,Colombia,COL,3,3,1,group stage
223,WC-1990,1990 FIFA Men's World Cup,T-16,Colombia,COL,4,3,2,round of 16
260,WC-1994,1994 FIFA Men's World Cup,T-16,Colombia,COL,3,3,1,group stage
297,WC-1998,1998 FIFA Men's World Cup,T-16,Colombia,COL,3,3,1,group stage
469,WC-2011,2011 FIFA Women's World Cup,T-16,Colombia,COL,3,3,1,group stage
490,WC-2014,2014 FIFA Men's World Cup,T-16,Colombia,COL,5,3,3,quarter-finals
519,WC-2015,2015 FIFA Women's World Cup,T-16,Colombia,COL,4,3,2,round of 16
542,WC-2018,2018 FIFA Men's World Cup,T-16,Colombia,COL,4,3,2,round of 16
224,WC-1990,1990 FIFA Men's World Cup,T-17,Costa Rica,CRI,4,8,2,round of 16
343,WC-2002,2002 FIFA Men's World Cup,T-17,Costa Rica,CRI,3,8,1,group stage
390,WC-2006,2006 FIFA Men's World Cup,T-17,Costa Rica,CRI,3,8,1,group stage
491,WC-2014,2014 FIFA Men's World Cup,T-17,Costa Rica,CRI,5,8,3,quarter-finals
520,WC-2015,2015 FIFA Women's World Cup,T-17,Costa Rica,CRI,3,8,1,group stage
543,WC-2018,2018 FIFA Men's World Cup,T-17,Costa Rica,CRI,3,8,1,group stage
600,WC-2022,2022 FIFA Men's World Cup,T-17,Costa Rica,CRI,3,8,1,group stage
32,WC-1938,1938 FIFA Men's World Cup,T-19,Cuba,CUB,3,9,3,quarter-finals
200,WC-1986,1986 FIFA Men's World Cup,T-22,Denmark,DNK,4,14,2,round of 16
245,WC-1991,1991 FIFA Women's World Cup,T-22,Denmark,DNK,4,14,3,quarter-final
282,WC-1995,1995 FIFA Women's World Cup,T-22,Denmark,DNK,4,14,3,quarter-final
299,WC-1998,1998 FIFA Men's World Cup,T-22,Denmark,DNK,5,14,3,quarter-finals
326,WC-1999,1999 FIFA Women's World Cup,T-22,Denmark,DNK,3,14,1,group stage
345,WC-2002,2002 FIFA Men's World Cup,T-22,Denmark,DNK,4,14,2,round of 16
423,WC-2007,2007 FIFA Women's World Cup,T-22,Denmark,DNK,3,14,1,group stage
440,WC-2010,2010 FIFA Men's World Cup,T-22,Denmark,DNK,3,14,1,group stage
545,WC-2018,2018 FIFA Men's World Cup,T-22,Denmark,DNK,4,14,2,round of 16
602,WC-2022,2022 FIFA Men's World Cup,T-22,Denmark,DNK,3,14,1,group stage
328,WC-1999,1999 FIFA Women's World Cup,T-32,Ghana,GHA,3,11,1,group stage
377,WC-2003,2003 FIFA Women's World Cup,T-32,Ghana,GHA,3,11,1,group stage
397,WC-2006,2006 FIFA Men's World Cup,T-32,Ghana,GHA,4,11,2,round of 16
426,WC-2007,2007 FIFA Women's World Cup,T-32,Ghana,GHA,3,11,1,group stage
444,WC-2010,2010 FIFA Men's World Cup,T-32,Ghana,GHA,5,11,3,quarter-finals
497,WC-2014,2014 FIFA Men's World Cup,T-32,Ghana,GHA,3,11,1,group stage
607,WC-2022,2022 FIFA Men's World Cup,T-32,Ghana,GHA,3,11,1,group stage
230,WC-1990,1990 FIFA Men's World Cup,T-60,Republic of Ireland,IRL,5,15,3,quarter-finals
269,WC-1994,1994 FIFA Men's World Cup,T-60,Republic of Ireland,IRL,4,15,2,round of 16
357,WC-2002,2002 FIFA Men's World Cup,T-60,Republic of Ireland,IRL,4,15,2,round of 16
7,WC-1930,1930 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
50,WC-1950,1950 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
66,WC-1954,1954 FIFA Men's World Cup,T-46,Mexico,MEX,2,10,1,group stage
81,WC-1958,1958 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
99,WC-1962,1962 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
114,WC-1966,1966 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
130,WC-1970,1970 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,3,quarter-finals
161,WC-1978,1978 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
206,WC-1986,1986 FIFA Men's World Cup,T-46,Mexico,MEX,5,10,3,quarter-finals
264,WC-1994,1994 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
307,WC-1998,1998 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
331,WC-1999,1999 FIFA Women's World Cup,T-46,Mexico,MEX,3,10,1,group stage
352,WC-2002,2002 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
402,WC-2006,2006 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
450,WC-2010,2010 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
475,WC-2011,2011 FIFA Women's World Cup,T-46,Mexico,MEX,3,10,1,group stage
504,WC-2014,2014 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
527,WC-2015,2015 FIFA Women's World Cup,T-46,Mexico,MEX,3,10,1,group stage
553,WC-2018,2018 FIFA Men's World Cup,T-46,Mexico,MEX,4,10,2,round of 16
610,WC-2022,2022 FIFA Men's World Cup,T-46,Mexico,MEX,3,10,1,group stage
82,WC-1958,1958 FIFA Men's World Cup,T-52,Northern Ireland,NIR,5,16,3,quarter-finals
186,WC-1982,1982 FIFA Men's World Cup,T-52,Northern Ireland,NIR,5,16,1,second group stage
208,WC-1986,1986 FIFA Men's World Cup,T-52,Northern Ireland,NIR,3,16,1,group stage
9,WC-1930,1930 FIFA Men's World Cup,T-56,Peru,PER,2,4,1,group stage
132,WC-1970,1970 FIFA Men's World Cup,T-56,Peru,PER,4,4,3,quarter-finals
163,WC-1978,1978 FIFA Men's World Cup,T-56,Peru,PER,6,4,1,second group stage
187,WC-1982,1982 FIFA Men's World Cup,T-56,Peru,PER,3,4,1,group stage
557,WC-2018,2018 FIFA Men's World Cup,T-56,Peru,PER,3,4,1,group stage
115,WC-1966,1966 FIFA Men's World Cup,T-51,North Korea,PRK,4,10,3,quarter-finals
333,WC-1999,1999 FIFA Women's World Cup,T-51,North Korea,PRK,3,10,1,group stage
380,WC-2003,2003 FIFA Women's World Cup,T-51,North Korea,PRK,3,10,1,group stage
430,WC-2007,2007 FIFA Women's World Cup,T-51,North Korea,PRK,4,10,3,quarter-final
454,WC-2010,2010 FIFA Men's World Cup,T-51,North Korea,PRK,3,10,1,group stage
478,WC-2011,2011 FIFA Women's World Cup,T-51,North Korea,PRK,3,10,1,group stage
8,WC-1930,1930 FIFA Men's World Cup,T-55,Paraguay,PRY,2,5,1,group stage
51,WC-1950,1950 FIFA Men's World Cup,T-55,Paraguay,PRY,2,5,1,group stage
83,WC-1958,1958 FIFA Men's World Cup,T-55,Paraguay,PRY,3,5,1,group stage
209,WC-1986,1986 FIFA Men's World Cup,T-55,Paraguay,PRY,4,5,2,round of 16
312,WC-1998,1998 FIFA Men's World Cup,T-55,Paraguay,PRY,4,5,2,round of 16
354,WC-2002,2002 FIFA Men's World Cup,T-55,Paraguay,PRY,4,5,2,round of 16
404,WC-2006,2006 FIFA Men's World Cup,T-55,Paraguay,PRY,3,5,1,group stage
455,WC-2010,2010 FIFA Men's World Cup,T-55,Paraguay,PRY,5,5,3,quarter-finals
10,WC-1930,1930 FIFA Men's World Cup,T-61,Romania,ROU,2,17,1,group stage
25,WC-1934,1934 FIFA Men's World Cup,T-61,Romania,ROU,1,17,2,round of 16
42,WC-1938,1938 FIFA Men's World Cup,T-61,Romania,ROU,2,17,2,round of 16
133,WC-1970,1970 FIFA Men's World Cup,T-61,Romania,ROU,3,17,1,group stage
231,WC-1990,1990 FIFA Men's World Cup,T-61,Romania,ROU,4,17,2,round of 16
270,WC-1994,1994 FIFA Men's World Cup,T-61,Romania,ROU,5,17,3,quarter-finals
313,WC-1998,1998 FIFA Men's World Cup,T-61,Romania,ROU,4,17,2,round of 16
271,WC-1994,1994 FIFA Men's World Cup,T-62,Russia,RUS,3,18,1,group stage
335,WC-1999,1999 FIFA Women's World Cup,T-62,Russia,RUS,4,18,3,quarter-final
358,WC-2002,2002 FIFA Men's World Cup,T-62,Russia,RUS,3,18,1,group stage
382,WC-2003,2003 FIFA Women's World Cup,T-62,Russia,RUS,4,18,3,quarter-final
508,WC-2014,2014 FIFA Men's World Cup,T-62,Russia,RUS,3,18,1,group stage
560,WC-2018,2018 FIFA Men's World Cup,T-62,Russia,RUS,5,18,3,quarter-finals
360,WC-2002,2002 FIFA Men's World Cup,T-65,Senegal,SEN,5,12,3,quarter-finals
562,WC-2018,2018 FIFA Men's World Cup,T-65,Senegal,SEN,3,12,1,group stage
617,WC-2022,2022 FIFA Men's World Cup,T-65,Senegal,SEN,4,12,2,round of 16
416,WC-2006,2006 FIFA Men's World Cup,T-81,Ukraine,UKR,5,19,3,quarter-finals
87,WC-1958,1958 FIFA Men's World Cup,T-85,Wales,WAL,5,20,3,quarter-finals
625,WC-2022,2022 FIFA Men's World Cup,T-85,Wales,WAL,3,20,1,group stage
15,WC-1934,1934 FIFA Men's World Cup,T-05,Austria,AUT,4,21,4,third-place match
58,WC-1954,1954 FIFA Men's World Cup,T-05,Austria,AUT,5,21,4,third-place match
75,WC-1958,1958 FIFA Men's World Cup,T-05,Austria,AUT,3,21,1,group stage
155,WC-1978,1978 FIFA Men's World Cup,T-05,Austria,AUT,6,21,1,second group stage
172,WC-1982,1982 FIFA Men's World Cup,T-05,Austria,AUT,5,21,1,second group stage
219,WC-1990,1990 FIFA Men's World Cup,T-05,Austria,AUT,3,21,1,group stage
291,WC-1998,1998 FIFA Men's World Cup,T-05,Austria,AUT,3,21,1,group stage
2,WC-1930,1930 FIFA Men's World Cup,T-06,Belgium,BEL,2,22,1,group stage
16,WC-1934,1934 FIFA Men's World Cup,T-06,Belgium,BEL,1,22,2,round of 16
30,WC-1938,1938 FIFA Men's World Cup,T-06,Belgium,BEL,1,22,2,round of 16
59,WC-1954,1954 FIFA Men's World Cup,T-06,Belgium,BEL,2,22,1,group stage
122,WC-1970,1970 FIFA Men's World Cup,T-06,Belgium,BEL,3,22,1,group stage
173,WC-1982,1982 FIFA Men's World Cup,T-06,Belgium,BEL,5,22,1,second group stage
196,WC-1986,1986 FIFA Men's World Cup,T-06,Belgium,BEL,7,22,4,third-place match
220,WC-1990,1990 FIFA Men's World Cup,T-06,Belgium,BEL,4,22,2,round of 16
255,WC-1994,1994 FIFA Men's World Cup,T-06,Belgium,BEL,4,22,2,round of 16
292,WC-1998,1998 FIFA Men's World Cup,T-06,Belgium,BEL,3,22,1,group stage
339,WC-2002,2002 FIFA Men's World Cup,T-06,Belgium,BEL,4,22,2,round of 16
